hike_region,total_distance,elevation_gain,num_reviews,stars,hike_url,hike_id,dog_friendly,kid_friendly,camping,waterfall,river,lake,wildflowers,wildlife,views,hiking,nature_trips,walking,bird_watching,trail_running,forest,no_dogs,mountain_bike,backpacking,horseback_riding,beach,fishing,partially_paved,road_biking,off_road_driving,wheelchair_friendly,stroller_friendly,paved,historic_site,rock_climbing,snowshoeing,city_walk,cave,paddle_sports,scenic_driving,surfing,cross_country_skiing,hot_springs,rails_trails,skiing,rocky,snow,muddy,bugs,overgrown,scramble,blowdown,off_trail,no_shade,private_property,closed,washed_out,old_growth,elevation_per_mile,power_rating,hike_difficulty_EASY,hike_difficulty_HARD,hike_difficulty_MODERATE,route_type_Loop,route_type_Out & Back,route_type_Point to Poin,foot_traffic_Heavy,foot_traffic_Light,foot_traffic_Moderate,foot_traffic_Unknown Foot Traffic
Lewis and Clark Trail State Park,1.3,49,7,3.1,https://www.alltrails.com/trail/us/washington/lewis-clark-trail-state-park-nature-loop,hike2026,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37.69230769230769,32.53,1,0,0,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,7.1,3451,4,4.5,https://www.alltrails.com/trail/us/washington/lundin-peak-and-red-mountain-via-old-commonwealth-trail,hike2027,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,486.056338028169,40.45,0,1,0,0,1,0,0,0,1,0
Mount Baker Snoqualmie National Forest,66.1,10534,2,4.0,https://www.alltrails.com/trail/us/washington/leech-lake-to-tacoma-pass,hike2028,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.36459909228444,38.85,0,0,1,0,0,1,0,0,1,0
Riverside State Park,19.6,1781,6,4.2,https://www.alltrails.com/trail/us/washington/trail-25--2,hike2029,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8673469387755,39.44,0,0,1,1,0,0,0,0,1,0
,2.1,206,7,3.7,https://www.alltrails.com/trail/us/washington/tahoma-one-drop-monasteries,hike2030,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.09523809523809,36.33,0,0,1,1,0,0,0,0,0,1
Okanogan-Wenatchee National Forest,4.4,190,4,4.0,https://www.alltrails.com/trail/us/washington/methow-valley-community-trail--2,hike2031,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.18181818181818,38.59,1,0,0,0,1,0,0,0,1,0
Tiger Mountain State Forest,11.0,2345,6,3.7,https://www.alltrails.com/trail/us/washington/tiger-middle-summit,hike2032,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,213.1818181818182,36.71,0,1,0,0,1,0,0,0,1,0
Okanogan-Wenatchee National Forest,3.8,1105,2,4.5,https://www.alltrails.com/trail/us/washington/squilchuck-trail,hike2033,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.7894736842105,39.79,0,0,1,0,1,0,0,1,0,0
North Cascades National Park,2.9,682,2,4.5,https://www.alltrails.com/trail/us/washington/howard-lake-via-pct,hike2034,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.17241379310346,39.79,1,0,0,0,1,0,0,1,0,0
,3.7,127,3,4.0,https://www.alltrails.com/trail/us/washington/tribulation-to-revival-to-exodus-loop,hike2035,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32432432432432,38.72,0,0,1,1,0,0,0,1,0,0
Okanogan-Wenatchee National Forest,6.8,2326,3,3.7,https://www.alltrails.com/trail/us/washington/mission-peak-via-marion-lake,hike2036,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.05882352941177,37.88,0,0,1,0,1,0,0,0,1,0
Pilchuck Tree Farm,4.7,446,5,3.4,https://www.alltrails.com/trail/us/washington/twin-bridges-trail?p=22110512,hike2037,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.8936170212766,35.71,0,0,1,1,0,0,0,1,0,0
Island Center Forest,2.1,131,5,4.4,https://www.alltrails.com/trail/us/washington/188-grinder-techmo-and-landtrust-loop,hike2038,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.38095238095238,40.31,1,0,0,1,0,0,0,1,0,0
,3.9,659,4,4.5,https://www.alltrails.com/trail/us/washington/walk-n-roll-and-horse-trail-loop,hike2039,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168.97435897435898,40.45,0,0,1,1,0,0,0,1,0,0
,3.0,55,4,2.5,https://www.alltrails.com/trail/us/washington/rainier-trail,hike2040,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.333333333333332,33.03,1,0,0,0,1,0,0,0,1,0
Shinglemill Creek Natural Area,2.7,610,4,4.8,https://www.alltrails.com/trail/us/washington/shinglemill-creek-loop,hike2041,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.92592592592592,41.56,1,0,0,1,0,0,0,1,0,0
,0.8,101,7,4.1,https://www.alltrails.com/trail/us/washington/sword-fern-and-highline-trail,hike2042,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.25,38.86,1,0,0,1,0,0,0,0,1,0
,6.9,1610,3,4.3,https://www.alltrails.com/trail/us/washington/tarbell-and-thrillium,hike2043,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.33333333333331,39.56,0,0,1,1,0,0,0,0,1,0
Tiger Mountain State Forest,4.9,1433,4,4.8,https://www.alltrails.com/trail/us/washington/master-link-and-predator-loop,hike2044,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.4489795918367,41.56,0,1,0,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,25.2,7522,4,4.3,https://www.alltrails.com/trail/us/washington/fifes-ridge-trail,hike2045,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298.4920634920635,39.7,0,1,0,0,1,0,0,1,0,0
Mount Baker Snoqualmie National Forest,21.4,3064,3,4.0,https://www.alltrails.com/trail/us/washington/sand-ridge-trail,hike2046,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.17757009345794,38.72,0,1,0,0,1,0,0,0,0,1
Gifford Pinchot National Forest,5.1,1207,3,3.7,https://www.alltrails.com/trail/us/washington/crofton-butte-trail,hike2047,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.66666666666669,37.88,0,0,1,0,1,0,0,0,0,1
Lake Boren Park,2.1,213,3,4.3,https://www.alltrails.com/trail/us/washington/waterline-trail-from-lake-boren-park,hike2048,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.42857142857143,39.56,1,0,0,0,1,0,0,0,1,0
Mount Baker Snoqualmie National Forest,10.5,3044,2,3.5,https://www.alltrails.com/trail/us/washington/doe-falls-trail,hike2049,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.9047619047619,37.9,0,1,0,0,1,0,0,0,1,0
Moran State Park,1.2,269,2,4.0,https://www.alltrails.com/trail/us/washington/sunrise-rock-trail,hike2050,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.16666666666669,38.85,1,0,0,0,1,0,0,0,1,0
,5.8,1131,2,2.5,https://www.alltrails.com/trail/us/washington/alger-truck-trail,hike2051,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.0,36.01,0,1,0,0,1,0,0,1,0,0
Frink Park,1.3,436,5,3.8,https://www.alltrails.com/trail/us/washington/frink-park,hike2052,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.38461538461536,37.55,1,0,0,1,0,0,0,1,0,0
Mount Baker Snoqualmie National Forest,11.6,1893,4,4.3,https://www.alltrails.com/trail/us/washington/cold-creek-to-forest-road-9070,hike2053,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,163.1896551724138,39.7,0,0,1,0,1,0,0,0,1,0
Putney Woods County Park,4.1,278,3,4.7,https://www.alltrails.com/trail/us/washington/putney-woods-and-metcalf-trail,hike2054,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.8048780487805,40.68,0,0,1,1,0,0,0,0,1,0
,12.7,68,5,3.2,https://www.alltrails.com/trail/us/washington/winchester-wasteway,hike2055,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.354330708661418,34.79,1,0,0,0,0,1,0,0,1,0
,1.9,203,5,3.8,https://www.alltrails.com/trail/us/washington/arboretum-perimeter-trail--2,hike2056,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106.8421052631579,37.55,1,0,0,1,0,0,0,0,1,0
Lacamas Creek Park,2.4,203,6,4.3,https://www.alltrails.com/trail/us/washington/lacmas-creek-to-camino-potholes-via-lake-to-lake-trail,hike2057,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.58333333333334,39.99,1,0,0,0,1,0,0,0,1,0
,0.9,13,7,3.7,https://www.alltrails.com/trail/us/washington/english-boom-trail,hike2058,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.444444444444445,36.33,1,0,0,0,1,0,0,1,0,0
Colville National Forest,2.6,423,4,3.5,https://www.alltrails.com/trail/us/washington/springboard-trail-149,hike2059,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.69230769230768,36.74,1,0,0,1,0,0,0,0,1,0
,4.3,711,2,3.0,https://www.alltrails.com/trail/us/washington/eagle-lake,hike2060,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.34883720930233,36.96,0,0,1,0,1,0,0,1,0,0
Fort Ebey State Park,1.2,59,3,4.3,https://www.alltrails.com/trail/us/washington/fort-ebey-bluff-trail,hike2061,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.16666666666667,39.56,1,0,0,0,1,0,0,0,1,0
,1.3,242,5,4.0,https://www.alltrails.com/trail/us/washington/cathys-trail,hike2062,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.15384615384616,38.47,1,0,0,0,1,0,0,1,0,0
,3.5,334,5,3.2,https://www.alltrails.com/trail/us/washington/radio-flyer-loop-and-summitview-south-loop,hike2063,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.42857142857143,34.79,1,0,0,1,0,0,0,1,0,0
Riverside State Park,4.0,209,5,4.6,https://www.alltrails.com/trail/us/washington/trail-211-to-centennial-trail,hike2064,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.25,41.23,1,0,0,0,1,0,0,1,0,0
Northrup Canyon State Park,3.4,183,5,4.4,https://www.alltrails.com/trail/us/washington/northrop-homestead,hike2065,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.82352941176471,40.31,1,0,0,0,1,0,0,0,1,0
,12.6,2454,2,3.0,https://www.alltrails.com/trail/us/washington/tarbell-trail-hidden-falls,hike2066,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.76190476190476,36.96,0,0,1,0,1,0,0,0,1,0
Mount Rainier National Park,5.4,2427,2,4.5,https://www.alltrails.com/trail/us/washington/castle-traverse,hike2067,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449.4444444444444,39.79,0,1,0,1,0,0,0,0,1,0
Mount Baker Snoqualmie National Forest,13.8,4127,2,4.0,https://www.alltrails.com/trail/us/washington/crow-lake-trail,hike2068,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,299.05797101449275,38.85,0,1,0,0,1,0,0,0,1,0
Pilchuck Tree Farm,4.5,767,5,3.6,https://www.alltrails.com/trail/us/washington/victoria-track-and-monument-trail,hike2069,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.44444444444446,36.63,0,0,1,1,0,0,0,0,1,0
Okanogan-Wenatchee National Forest,52.9,3920,4,4.0,https://www.alltrails.com/trail/us/washington/blewett-pass-scenic-drive-peshastin-to-ellensburg,hike2070,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.10207939508507,38.59,0,1,0,0,0,1,0,1,0,0
Lord Hill Regional Park,2.8,620,5,3.4,https://www.alltrails.com/trail/us/washington/river-quarry-road-quarry-river-and-pipeline-trail,hike2071,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.42857142857144,35.71,0,0,1,1,0,0,0,1,0,0
Gifford Pinchot National Forest,6.0,1725,2,4.5,https://www.alltrails.com/trail/us/washington/spencer-butte-trail,hike2072,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.5,39.79,0,1,0,0,1,0,0,0,1,0
Sharpe Park,1.1,114,6,4.0,https://www.alltrails.com/trail/us/washington/madrone-trail,hike2073,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.63636363636363,38.35,1,0,0,0,1,0,0,0,1,0
Colville National Forest,35.3,3389,4,4.3,https://www.alltrails.com/trail/us/washington/sherman-pass-scenic-byway,hike2074,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96.00566572237962,39.7,1,0,0,0,0,1,0,0,0,1
Mount Baker Snoqualmie National Forest,24.7,5751,2,3.0,https://www.alltrails.com/trail/us/washington/echo-lake-loop,hike2075,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.834008097166,36.96,0,1,0,1,0,0,0,0,1,0
Mount Rainier National Park,0.6,229,3,4.3,https://www.alltrails.com/trail/us/washington/fourth-crossing-trail,hike2076,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,381.6666666666667,39.56,0,0,1,0,1,0,0,1,0,0
,4.0,351,4,5.0,https://www.alltrails.com/trail/us/washington/kettles-trail,hike2077,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.75,42.3,1,0,0,0,1,0,0,1,0,0
Olympic National Park,32.9,10610,2,5.0,https://www.alltrails.com/trail/us/washington/cameron-creek-via-three-forks-trail,hike2078,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.4924012158055,40.73,0,1,0,0,1,0,0,0,1,0
,2.7,190,3,4.7,https://www.alltrails.com/trail/us/washington/the-east-wing,hike2079,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.37037037037037,40.68,1,0,0,1,0,0,0,0,1,0
,1.7,49,5,2.8,https://www.alltrails.com/trail/us/washington/centennial-trail--2,hike2080,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.823529411764707,32.95,1,0,0,0,1,0,0,1,0,0
Lord Hill Regional Park,1.2,232,7,3.7,https://www.alltrails.com/trail/us/washington/river-view-quarry-road-loop,hike2081,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.33333333333334,36.33,1,0,0,1,0,0,0,0,1,0
Crescent Beach Preserve,1.5,62,5,3.4,https://www.alltrails.com/trail/us/washington/crescent-beach-trail,hike2082,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.333333333333336,35.71,0,0,1,0,1,0,0,0,1,0
Gifford Pinchot National Forest,7.5,1870,5,4.0,https://www.alltrails.com/trail/us/washington/coyote-wall-long-loop,hike2083,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.33333333333334,38.47,0,0,1,1,0,0,0,0,1,0
Okanogan-Wenatchee National Forest,19.1,6653,3,3.7,https://www.alltrails.com/trail/us/washington/mounument-creek-trail-from-lost-river-to-pistol-pass,hike2084,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.32460732984293,37.88,0,1,0,0,1,0,0,0,1,0
Four Springs Lake Preserve,1.4,150,3,4.0,https://www.alltrails.com/trail/us/washington/perimeter-holton-wetland-and-ravine-drop-off-trail,hike2085,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.14285714285715,38.72,1,0,0,1,0,0,0,0,1,0
Okanogan-Wenatchee National Forest,9.5,2267,2,3.5,https://www.alltrails.com/trail/us/washington/louis-lake,hike2086,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.6315789473684,37.9,0,0,1,0,1,0,0,0,1,0
Cranberry Lake Park,3.0,416,4,4.3,https://www.alltrails.com/trail/us/washington/134-118-10-123-and-108-trail-loop,hike2087,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.66666666666666,39.7,0,0,1,1,0,0,0,0,1,0
Danville-Georgetown Open Space,2.7,275,4,4.0,https://www.alltrails.com/trail/us/washington/ridge-loop-to-old-indian-loop,hike2088,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,101.85185185185185,38.59,1,0,0,1,0,0,0,0,1,0
North Cascades National Park,9.2,1830,2,5.0,https://www.alltrails.com/trail/us/washington/old-wagon-trail,hike2089,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.91304347826087,40.73,0,0,1,0,1,0,0,0,1,0
Mount Baker Snoqualmie National Forest,15.7,2949,6,3.0,https://www.alltrails.com/trail/us/washington/rat-trap-pass,hike2090,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,187.8343949044586,32.88,0,1,0,0,1,0,0,0,0,1
Mount Rainier National Park,9.2,3248,4,4.3,https://www.alltrails.com/trail/us/washington/mildred-point-via-comet-falls-van-trump-and-wonderland-trail,hike2091,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,353.0434782608696,39.7,0,1,0,0,1,0,0,0,1,0
Gifford Pinchot National Forest,3.3,725,2,3.5,https://www.alltrails.com/trail/us/washington/high-log-trail,hike2092,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,219.69696969696972,37.9,1,0,0,0,1,0,0,1,0,0
Mount Si Natural Resources Conservation Area,14.8,6236,2,4.0,https://www.alltrails.com/trail/us/washington/mount-si-and-mount-teneriffe-loop,hike2093,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.35135135135135,38.85,0,1,0,1,0,0,0,0,1,0
,0.7,157,3,3.0,https://www.alltrails.com/trail/us/washington/quarry-trails-loop,hike2094,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.2857142857143,35.91,1,0,0,1,0,0,0,1,0,0
